PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY,RAM,ROM,cluster_label,segment
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,ITEL,A70 64/4GB A665L DUAL LTE,8.0,1100000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,ITEL,P55 128/8GB DUAL LTE,2.0,1349000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,42.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,33.0,1799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,15.0,2399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,10.0,2699000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,10.0,3399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,4.0,3799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,A98 256/8GB CPH2529 DUAL NFC 5G,1.0,4300000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,1.0,5999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,8.0,4599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,11 256/8GB DUAL NFC LTE,1.0,3299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,C51S 128/6GB DUAL LTE,3.0,1899000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,C53 256/8GB DUAL NFC LTE,2.0,2299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,3.0,2400000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,C67 256/8GB DUAL NFC LTE,1.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,NOTE 50 128/4GB DUAL LTE,3.0,1550000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,18.0,1349000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,12 128/8GB DUAL LTE,4.0,2000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,12 256/8GB DUAL LTE,3.0,1999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,5.0,1500000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,6.0,1800000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,A3 128/4GB DUAL LTE,4.0,1200000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,NOTE 12 PRO 256/8GB DUAL NFC 5G,1.0,4000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,3.0,3200000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,5.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL NFC LTE,1.0,3799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,11.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,8.0,1899000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,6.0,2200000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,7.0,2699000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,4.0,3099000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,3.0,3399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A34 256/8GB SMA346E DUAL NFC 5G,1.0,4700000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,5.0,5000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,3.0,6000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,SAMSUNG,GALAXY S23 FE 128/8GB SMS711B DUAL/ESIM NFC 5G,1.0,8999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,7.0,1499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y03 64/4GB DUAL LTE,11.0,1300000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y100 128/8GB DUAL NFC 5G,4.0,3899000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,22.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y17S 64/4GB DUAL LTE,3.0,1399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,2.0,2300000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,VIVO,Y27S 256/8GB DUAL NFC LTE,2.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,EVERCOSS/CROSS,M60 16/2GB DUAL LTE,4.0,600000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",2.0,16.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,9.0,2200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,7.0,1700000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,7.0,2800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,10.0,1200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,SMART 8 64/3GB DUAL LTE,2.0,1100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,9.0,1400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,INFINIX,ZERO 30 256/8GB X6731B DUAL NFC LTE,1.0,3100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,98.0,1600000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,44.0,2100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,21.0,2400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,17.0,2700000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,15.0,3400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,7.0,3800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,A98 256/8GB CPH2529 DUAL NFC 5G,2.0,4300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,7.0,6000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,17.0,5100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,OPPO,RENO11 PRO 512/12GB CPH2607 DUAL NFC 5G,1.0,9000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,11 256/8GB DUAL NFC LTE,3.0,3300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,11 PRO 256/8GB RMX3771 DUAL 5G,1.0,4600000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,12 256/8GB DUAL 5G,2.0,3700000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,12 PLUS 256/8GB RMX3867 DUAL NFC 5G,2.0,4200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,C51 64/4GB DUAL NFC LTE,1.0,1400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,C51S 128/6GB DUAL LTE,3.0,1900000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,19.0,2000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,C53 256/8GB DUAL NFC LTE,2.0,2300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,6.0,2500000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,C67 256/8GB DUAL NFC LTE,6.0,2900000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,NOTE 50 128/4GB DUAL LTE,28.0,1500000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,NOTE 50 64/3GB DUAL LTE,2.0,1200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,8.0,1300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,12 128/8GB DUAL LTE,7.0,1900000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,12 256/8GB DUAL LTE,9.0,2100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,4.0,1500000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,5.0,1800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,A3 128/4GB DUAL LTE,18.0,1200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,14.0,3200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,10.0,2800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL NFC LTE,1.0,3800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,3.0,4400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,3.0,6000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A04S 64/4GB SMA047F DUAL LTE,1.0,1500000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,6.0,1600000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,20.0,2200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,17.0,1400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A14 128/6GB SMA146P DUAL NFC 5G,1.0,2800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,12.0,2900000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,15.0,3300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,10.0,3600000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,5.0,4400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A34 256/8GB SMA346E DUAL NFC 5G,2.0,5000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,1.0,5000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A54 256/8GB SMA546E DUAL NFC 5G,3.0,6100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,3.0,6000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY M54 256/8GB SMM546B DUAL NFC 5G,1.0,6500000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,SAMSUNG,GALAXY S23 FE 256/8GB SMS711B DUAL/ESIM NFC 5G,1.0,9600000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINARMAS TLOGOSARI 1,PHABLETS,VIVO,V30 256/8GB DUAL NFC 5G,7.0,6000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
