PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY
2404M,24-Apr,CAHAYA SELULAR,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,6,3399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,CAHAYA SELULAR,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,1,6499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,CAHAYA SELULAR,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,2,1299000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,CAHAYA SELULAR,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,1,2399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,CAHAYA SELULAR,PHABLETS,VIVO,Y27S 256/8GB DUAL NFC LTE,1,2799000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DARUL CELL,PHABLETS,ITEL,A60S 64/4GB DUAL LTE,2,1000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DARUL CELL,PHABLETS,OPPO,A17K 64/3GB CPH2471 DUAL LTE,1,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DARUL CELL,PHABLETS,REALME,C51 64/4GB DUAL NFC LTE,1,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DARUL CELL,PHABLETS,SAMSUNG,GALAXY A04E 32/3GB DUAL LTE,2,999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DARUL CELL,PHABLETS,SAMSUNG,GALAXY A04S 128/4GB SMA047F DUAL LTE,3,1899000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,1,1525000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,3,2350000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,INFINIX,SMART 8 64/3GB DUAL LTE,2,1100000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,2,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,2,1900000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,REALME,C55 128/6GB DUAL LTE,1,2500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,2,2450000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,REDMI,12 128/8GB DUAL LTE,2,2000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2,1850000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,REDMI,A3 128/4GB DUAL LTE,2,1250000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,1,3000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,1,1700000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,2,2200000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEVAN CELL,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,4,1499000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEWATA CELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,2,1599000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEWATA CELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,5,1399000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEWATA CELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,3,1799000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEWATA CELL,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,3,1899000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,DEWATA CELL,PHABLETS,VIVO,Y17S 64/4GB DUAL LTE,2,1500000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,3,1700000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,1,1300000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,INFINIX,SMART 8 64/3GB DUAL LTE,3,1100000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,5,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,3,2000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,1,3300000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,REALME,C51 64/4GB DUAL NFC LTE,2,1400000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,REALME,C55 256/8GB DUAL NFC LTE,1,2700000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,2,2300000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,3,1800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,REDMI,A2 32/3GB DUAL 4G,1,1000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,4,1400000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A14 128/6GB SMA145F DUAL NFC LTE,1,2499000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,3,4400000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,2,6000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,VIVO,Y02 32/3GB DUAL LTE,2,1200000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,3,2200000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,ELITE SELL,PHABLETS,VIVO,Y36 256/8GB DUAL NFC LTE,2,2800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FANUEL CELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,2,1899000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FANUEL CELL,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,2,1799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FANUEL CELL,PHABLETS,VIVO,Y22 64/4GB DUAL LTE,1,2199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FARI SELL,PHABLETS,INFINIX,HOT 12I 64/4GB DUAL LTE,3,1700000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FARI SELL,PHABLETS,INFINIX,HOT 20I 64/4GB X665E DUAL LTE,2,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FARI SELL,PHABLETS,REALME,C21Y 32/3GB DUAL LTE,3,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FARI SELL,PHABLETS,REDMI,10 64/4GB DUAL LTE,2,2500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FARI SELL,PHABLETS,REDMI,NOTE 11 128/6GB DUAL NFC LTE,2,2650000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,FARI SELL,PHABLETS,SAMSUNG,GALAXY A03S 64/4GB DUAL LTE,3,1800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,10,6250000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,6,10249000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 13 256/4GB SIM/ESIM NFC 5G,1,12750000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 15 128/6GB SIM/ESIM NFC 5G,1,14000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 15 PLUS 128/6GB SIM/ESIM NFC 5G,1,16250000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 15 PRO MAX 256/8GB SIM/ESIM NFC 5G,1,23250000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,APPLE,IPHONE 15 PRO MAX 512/8GB SIM/ESIM NFC 5G,1,27999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,12,2200000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,4,1700000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,19,2626000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,INFINIX,SMART 7 128/4GB DUAL LTE,4,1250000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,1,1400000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,46,1600000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,22,1799000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,15,2400000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,10,2700000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,6,3400000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,4,3800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,10,5999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,27,4599000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,12 256/8GB DUAL 5G,6,3699000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,12 PLUS 512/12GB DUAL NFC 5G,4,4999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,12 PRO PLUS 256/8GB RMX3840 DUAL NFC 5G,1,6000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,12 PRO PLUS 512/12GB RMX3840 DUAL NFC 5G,2,7000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,C51S 128/6GB DUAL LTE,4,1900000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,5,2000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,C53 256/8GB DUAL NFC LTE,2,2300000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,9,2400000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,C67 256/8GB DUAL NFC LTE,2,2800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,NOTE 50 128/4GB DUAL LTE,23,1550000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,11,1350000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,12 128/8GB DUAL LTE,5,1800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,12 256/8GB DUAL LTE,26,2000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,14,1500000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,22,1800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,A3 128/4GB DUAL LTE,25,1200000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,18,3200000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,29,2800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL NFC LTE,10,3800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,13,5999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,17,1599000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,15,1899000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,15,2200000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,20,2800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,10,2999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,12,3400000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A25 128/8GB SMA256E DUAL NFC 5G,3,4000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,1,4399000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,15,5000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A55 256/12GB SMA556E DUAL/ESIM NFC 5G,3,6600000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,30,6000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S23 256/8GB SMS911B DUAL/ESIM NFC 5G,3,10499000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S23 FE 128/8GB SMS711B DUAL/ESIM NFC 5G,1,8999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S23 FE 256/8GB SMS711B DUAL/ESIM NFC 5G,3,8999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S23 ULTRA 256/12GB SMS918B DUAL/ESIM NFC 5G,2,17999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S23 ULTRA 512/12GB SMS918B DUAL/ESIM NFC 5G,1,20000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S24 PLUS 256/12GB SMS926B DUAL/ESIM NFC 5G,1,16999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 256/12GB SMS928B DUAL/ESIM NFC 5G,3,21999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 512/12GB SMS928B DUAL/ESIM NFC 5G,2,23999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY Z FLIP5 256/8GB SMF731B SIM/ESIM NFC 5G,2,15000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,SAMSUNG,GALAXY Z FOLD4 512/12GB SMF936B SIM/ESIM NFC 5G,1,    ,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,V30 256/8GB DUAL NFC 5G,6,5999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,V30 512/12GB DUAL NFC 5G,2,6999000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,V30 PRO 512/12GB V2319 DUAL NFC 5G,2,9000000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,7,1500000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y03 64/4GB DUAL LTE,13,1300000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y100 128/8GB DUAL NFC 5G,5,3899000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y100 256/8GB DUAL NFC 5G,5,4200000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y100 256/8GB DUAL NFC LTE,5,3700000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,22,1800000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2404M,24-Apr,GALERI SINAR MAS SELLULER,PHABLETS,VIVO,Y17S 64/4GB DUAL LTE,1,1400000,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA"
