PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY
2403M,Maret 2024,17 PHONE,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,1,10000000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,APPLE,IPHONE 15 PRO 256/8GB SIM/ESIM NFC 5G,1,21999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,INFINIX,HOT 30 128/8GB X6831 DUAL NFC LTE,3,1699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,3,1700000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,INFINIX,NOTE 30 256/8GB X6833B DUAL NFC LTE,3,2450000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,1,1599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,POCO,M5 64/4GB DUAL NFC LTE,1,1500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,POCO,X6 256/12GB DUAL NFC 5G,1,3500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,POCO,X6 PRO 512/12GB DUAL NFC 5G,5,5450000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REALME,C51 128/4GB DUAL LTE,3,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,3,2099000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,12 128/8GB DUAL LTE,1,1999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,12 256/8GB DUAL LTE,3,2199000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,3,1500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,4,1900000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,A3 128/4GB DUAL LTE,1,1500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,NOTE 12 128/6GB DUAL NFC LTE,3,2750000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,NOTE 12 128/8GB DUAL NFC LTE,1,2950000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,NOTE 12 PRO 128/6GB DUAL NFC LTE,2,3400000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,REDMI,NOTE 12 PRO 256/8GB DUAL NFC 5G,2,4250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,9,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,5,2299000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A14 128/6GB SMA145F DUAL NFC LTE,1,2499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,4,2899000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,4,3299000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A24 128/8GB SMA245F DUAL NFC LTE,1,3499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A25 128/8GB SMA256E DUAL NFC 5G,6,3999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,1,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,SAMSUNG,GALAXY A54 128/8GB SMA546E DUAL NFC 5G,1,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,VIVO,V29E 256/8GB DUAL NFC 5G,1,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,1,1999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,17 PHONE,PHABLETS,VIVO,Y27 128/6GB DUAL LTE,1,1999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,3,1650000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,4,2399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,REALME,C35 128/4GB RMX3511 DUAL LTE,1,2250000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,REDMI,12C 128/4GB DUAL LTE,2,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,SAMSUNG,GALAXY A04 64/4GB SMA045F DUAL LTE,1,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,SAMSUNG,GALAXY A14 128/4GB SMA145F DUAL NFC LTE,1,2199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,AA CELL,PHABLETS,VIVO,Y33T 128/8GB DUAL LTE,1,    ,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,1,1799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,1,1999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,1,2399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,2,2799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,1,3399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,A98 256/8GB CPH2529 DUAL NFC 5G,1,4299000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,1,5999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,REDMI,12 128/8GB DUAL LTE,1,1999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,REDMI,A2 64/3GB DUAL LTE,2,999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,REDMI,A3 128/4GB DUAL LTE,1,1199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,REDMI,NOTE 12 128/8GB DUAL NFC LTE,1,2499000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,1,1399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,1,2199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,1,2899000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,VIVO,Y17S 128/4GB DUAL LTE,1,1599000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,1,1799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,VIVO,Y27 128/6GB DUAL LTE,1,1999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,1,2399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ANEKA JAYA SELL,PHABLETS,VIVO,Y36 256/8GB DUAL NFC LTE,1,2999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,2,2190000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,INFINIX,HOT 40I 128/8GB X6528B DUAL NFC LTE,1,1399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,INFINIX,SMART 8 PRO 128/4GB X6525B DUAL LTE,1,1399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,ITEL,A70 128/4GB A665L DUAL LTE,2,1200000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,ITEL,A70 256/4GB A665L DUAL LTE,1,1300000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,15,1599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,7,1999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,3,2399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,1,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,4,3399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,3,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,11,4599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,3,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,2,3199000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,2,2799000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,2,1899000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,1,2199000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,2,3599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,CAHAYA SELULAR,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,2,6499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DARUL CELL,PHABLETS,ITEL,A60S 64/4GB DUAL LTE,2,1000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DARUL CELL,PHABLETS,OPPO,A17K 64/3GB CPH2471 DUAL LTE,3,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DARUL CELL,PHABLETS,REALME,C51 64/4GB DUAL NFC LTE,1,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DARUL CELL,PHABLETS,SAMSUNG,GALAXY A04E 32/3GB DUAL LTE,1,999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DARUL CELL,PHABLETS,SAMSUNG,GALAXY A04S 128/4GB SMA047F DUAL LTE,2,1899000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DARUL CELL,PHABLETS,VIVO,Y02 32/3GB DUAL LTE,1,1200000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,2,1525000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,2,2350000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,2,1625000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,2,1999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,REALME,C55 128/6GB DUAL LTE,1,2500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,REDMI,12 128/8GB DUAL LTE,2,2100000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,1,1950000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,REDMI,A2 32/3GB DUAL 4G,2,1050000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEVAN CELL,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,2,1725000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,3,1250000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,1,2400000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,5,1499000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,REDMI,A2 32/3GB DUAL 4G,1,1000000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,2,1899000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,2,1399000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,TECNO,SPARK 20C 128/4GB DUAL NFC LTE,1,1100000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,VIVO,Y02T 64/4GB DUAL LTE,2,1300000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,VIVO,Y17S 64/4GB DUAL LTE,1,1500000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,DEWATA CELL,PHABLETS,VIVO,Y27 128/6GB DUAL LTE,1,1999000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,3,6900000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,APPLE,IPHONE 13 256/4GB SIM/ESIM NFC 5G,2,12250000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,2,1800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,INFINIX,NOTE 30 256/8GB X6833B DUAL NFC LTE,3,2200000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,2,1300000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,5,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,2,2700000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,1,4599000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,REALME,C51 64/4GB DUAL NFC LTE,3,1400000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,2,2600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2,1800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,REDMI,A2 32/3GB DUAL 4G,4,950000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,3,1400000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,2,2200000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A24 128/8GB SMA245F DUAL NFC LTE,3,3400000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,1,6000000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FANUEL CELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,1,1899000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FANUEL CELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,1,2499000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FANUEL CELL,PHABLETS,VIVO,Y02 32/3GB DUAL LTE,3,1199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FANUEL CELL,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,1,1799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FANUEL CELL,PHABLETS,VIVO,Y22 64/4GB DUAL LTE,1,2199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FARI SELL,PHABLETS,INFINIX,HOT 12I 64/4GB DUAL LTE,4,1700000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FARI SELL,PHABLETS,INFINIX,HOT 20I 64/4GB X665E DUAL LTE,2,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FARI SELL,PHABLETS,REALME,C21Y 32/3GB DUAL LTE,3,1600000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FARI SELL,PHABLETS,REDMI,10 64/4GB DUAL LTE,3,2500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FARI SELL,PHABLETS,REDMI,NOTE 11 128/6GB DUAL NFC LTE,2,2650000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,FARI SELL,PHABLETS,SAMSUNG,GALAXY A03S 64/4GB DUAL LTE,2,1800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,GH CELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,2,1500000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,GH CELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2,1800000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,10,1600000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,NOTE 30 256/8GB X6833B DUAL NFC LTE,5,2000000,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA"
